EmployeeNumber,Age,Education,EducationField,Gender,JobRole,NumCompaniesWorked,Over18,TotalWorkingYears,uuid,EmployeeNumber_HASH
562,30,3,Life Sciences,Male,Technician,4,Y,9,baaf008d-c8a1-4d44-a1a7-4b8e2293035d,959628b242a95f4a65062e043d982eeeaf93f67be485ee3f7cc5a41d040768c83aa5ee51446f45f0cb0c43899439fea395d0596981291fe240b9628c2e9dd14a
564,29,4,Medical,Male,Research Director,1,Y,10,4b52553d-69c4-4239-a295-0cb5dbc95544,60124ed137bb9d7788926b0e80039c7f3e443905d1145c8a9a26ddeae77e100eee8e352868bb395d899e7c5e75a7417a24aad2bf0ba8f5548cad3ee9a4647ed2
565,29,5,Technical Degree,Female,Research Scientist,5,Y,6,74ea3886-3097-48f3-9900-69cfb448c0b2,2304634efd3886a78beff52b407cc3d06869a9bb6ead79d0c4ce6a56c8fd1e55212d3c8528f9cb82fa0e4139f0f7c9ee93ccf645e712b7ee36282c0daaf0c24b
566,19,2,Technical Degree,Male,Human Resources,1,Y,1,36fff13e-fa1b-402a-b1bc-1de42be3bc32,ceada993e45c74933b77c6a63e5e0692032b42334234b6291a578753052e1ac3a8d3679972ff88e7fbd5251c6a459941963ff67ecdd3050b23120c1439b0d8ed
567,30,4,Other,Female,Sales Executive,0,Y,10,1dd5555a-9f63-4710-8839-c7cf7b33e8c4,613939a24f62774a1b1feb1d3a884620a8e70bf266705ea4806ec1e374c59c483c862a67960034c2fc0ce9175d81e0850c18776545eed08f0f9c7c5edf85a168
568,57,3,Marketing,Male,Manager,3,Y,32,50af5d14-12b2-4ad1-8eda-98010b210aa2,4642aae5f2fe0b4e6a72310cd94f5d73b2e4fbbe2f4dae54d8a5d4af71cdcc0f7a6a2ed3b1623e3e8c5db910ff150e5c3c01327d886c619491ac080992cf3b1d
569,50,4,Life Sciences,Male,Manager,0,Y,28,0b70bb5c-1dff-48cb-8a2d-04c6b5fc0944,ad31fe44251b90edecd91b6276202bd32bed0b839253604b0053d10f64238a02b3fd970dacfb1eebe15d6eae9c0e3bfc749911bae3561e4a8ad0b378f6c4567a
571,30,3,Medical,Female,Technician,0,Y,12,20c3aebc-8352-4855-9bb4-6df925b60a31,3abb77793b8492946a3d9d88cf0c0a5661309f26874b3cf3861207e0af530af97b72ae087cbc10beea2194fe373e56099dadcf4b2e900c04fde2a743896daa89
573,60,3,Marketing,Female,Sales Executive,4,Y,22,b2485a0c-3b83-4372-ab64-1cb9ca142113,29c4b9dcb429ae815c111678c7ede4737ab2bf21281b449b19f48d0eccd487df0ca1c27a3d5908050d2d3d1170cac75ddd6d9577367ca78c590650ed2b1104e1
574,47,2,Medical,Female,Marketing Director,5,Y,20,b637304b-7fe0-4abf-bc46-bbf27431468a,aa42496956ee6acb409a92c1ed15b06209e4cd7d049c2fef97c7e598d6554a7b325181b4bfab27541d1c1233fc134755697341258a6efc26d1f863043d9f5dbc
575,46,3,Life Sciences,Male,Research Director,6,Y,26,ef92b36a-6ff5-486d-9058-969becc64d3f,f8a97c8963f65947655b0ac9ec374fb50f89b36edc93e26dea61a57457416988d46f40df50af16aa61117f7c9d19dddc20f0e9f3de0c0d4649e796d704b89368
577,35,3,Life Sciences,Male,Technician,0,Y,6,e0c70738-690b-4ad8-9820-0d37e6a6b0c1,fbda67d3ee4e6ee309f1fa59de6816a4f4ef9d91bcb7d7fae1f66a15945d72bfc47f708c5161f0507cab61e9b945b7e8bab5ec85d655f80913b2db1aba21002d
578,54,4,Life Sciences,Female,Technician,7,Y,19,ed0b4946-253d-4f5c-91c8-181aeef3b027,b2d79f9040728b2532c7df85c4531ba6dbcaee480d6d147c954e8c5ca5b2dca6b246db51aa912d6800a1dcca097a17069d154c1bceca9ca16c45f45e9b026b8b
579,34,4,Life Sciences,Male,Research Scientist,3,Y,14,a0acb866-f255-490e-ab03-44a17ebc8958,a01de7a6bdc5f07cf104456d3cb36f86a42b165b48f8a486e96c292487c97843575d39345adcdb8b053dada8f9e05acad4b53b9fd9bd7da980667802924d5f18
580,46,3,Marketing,Female,Sales Executive,2,Y,15,59cb702c-0fac-4316-9a33-afe2ea09c701,1509a92b4db588ba178705c7a2053a06ac9a5e7839a029db78b067e79cdf52d42254002caf9a8197907dcd8fae15a3130f1848b5c14e3200013a21d45f8651f5
581,31,1,Life Sciences,Male,Marketing Director,1,Y,13,534b52d5-1709-40f4-bfa4-022ff79f152b,9aa7aeeba7742e7a7b0baa4ebadfdf72bb4b77fe0662ccfb35edeaa3ed1e4100ad452a77a9a8f44c2b11a93396812de8dfe82cc7e4464cc0d610ca0eecf6bf08
582,33,1,Medical,Male,Manager,7,Y,15,3873a3c2-9f97-4e6e-89e0-0f59814e4da8,e83d78ea800a4837994252722ec85673b4ee5e480c5e854a61d2c09f54b7bf68f650ba57117f0adf5113264f3744bfb66919d0960caa57eae34887f79692d1ce
584,33,1,Medical,Male,Technician,7,Y,8,005326ea-1ce4-423f-8ed3-3287a0809188,cf111f4a231fb36731dfa9468103b1237c93fbc5372f2d0179b72b42c6deb8a96722289f9e6126f9489c08285b77f5d7c6d7ee1b47909f0c76d7645ac92d43fa
585,30,1,Marketing,Male,Sales Representative,0,Y,4,94253554-d83e-426d-ae5b-ec21b1ec80fe,2cbe5c6deed02d5a6013a285e9aa3be27804d8987baa5b0ca41ac5f7305eba0e9d96a4d73eb2519b6d7dd252017cce9c4035e8c0471ef80ef9d1735ed805fb6f
586,35,3,Life Sciences,Male,Brand Representative,4,Y,10,695d4155-415a-4943-ac99-052669f9ca55,22196068e34c1383d468fb3db981f2e8006034905f1ea3ffb9c38750420f1f1d7ea4060f8d4df2a936eaa7200df99ea7000f4aff11c3f06855c8775569a42663
587,31,3,Life Sciences,Male,Brand Representative,3,Y,12,b9088f09-0dd0-447a-848c-bea6e3edb5fb,d26f3180b335a8954098ce713e1381926bc9f63c09b346df13121314fe1e399ff6d976571a8c4094e01cfa11bbc0201b5eabff76aeec1836716624d13444d791
590,34,3,Human Resources,Female,Human Resources,9,Y,11,253bad5b-a53a-4630-b5c3-db9c8b90b0cb,f2d4638b78d5c411a27951edcc7c8f9668a1a5bf3a073153f25b0e607a64769b2a7e3187705ecbb3c90068e4016a70b6b964291f6b9f78bc2fc06b16884ebefa
591,42,2,Other,Male,Technician,4,Y,8,427c4ee9-7d9a-4be2-b1dd-a50790fe472f,8a65d007d8fc7112eb7abd31a70e8ca1fd822785c3a49dcbf07b02275426cba2dfa93e2cb5d10451eb377cd9f76ee7afdafd04cec121cfc796a158b916b34593
592,36,4,Medical,Male,Sales Executive,1,Y,10,19095dc5-b687-46cb-b8ed-ce8646c33d2f,d81e0221567bb255918871f22f92f24b1ebb6a559e29872585d024d23e9207c3c32ef898d14e6259ab964189c1f8d824817bb69c657802808249afa615e7ec03
593,22,1,Technical Degree,Male,Technician,5,Y,4,beb83bd2-4641-4f6b-ae93-ff570a01cac2,ff882bc9b009e7ee8e05054a5d16cb0b9cdcb5b3624e0c045e7217c85ad0083dd6e5cf4c51b5d76cde6251c064f6343c3c2d3c2f739454543d2592b1ed379a07
595,48,5,Marketing,Female,Sales Executive,2,Y,14,6a137283-c7e1-494c-8b5f-d9e0441769fe,e40c087f8567020d6928dd79dffa58cc2c2ad48224df94e6fd78fdaf912a727a180b4240f1a5726e5bc1fbfb6314ec19d07d75d60b3b8c86d7a7ff36ffd23fd7
597,55,5,Life Sciences,Female,Manager,3,Y,37,6c5d0e69-e78d-4ec0-86c3-5f8226949270,5f7202b75facbf216a5d8411dd383f87732c32e3e157e35ca45b814db5a048fc9417506f4f96876425b254cd8383be7745acb5ac290444f3ae159a46df60cea5
599,41,2,Life Sciences,Male,Sales Executive,7,Y,16,c98cfb55-8bf9-444a-b8f0-ed01374abf3b,26b498ed4179a3d61ca084df6c3e4713b25f0af11b2b6f69ed934c9d946c8b92359b1d3efcc61c5a03d4aea08c9b1a194f9450466a3dfd350ff977f061523c90
600,35,3,Marketing,Male,Sales Executive,9,Y,15,5fb32ab8-0cec-441a-aba2-65cc45fca38f,e845955e37607831ce68df6b0c55c14ac71fa16eb598dc068d602da71fe6e3ef28b378fe0a9eead94d4b88d89de69652b32ddc569fa20e2eb747b7e2a2e45f7e
601,40,3,Life Sciences,Female,Marketing Director,7,Y,22,954b418e-a44d-4b9e-9413-ee3df6fcee95,07411c5d015e28c058ad7f6206f05863d3cf774220b6f8409cb0a6b3440c07f0f92e704ff4763cd05ea0ae64be1990e85f6787402778936151569f28a639d5bd
602,39,1,Life Sciences,Female,Technician,1,Y,8,507a5bbd-efb9-4c7c-896e-c5607c3b8327,4cd0bc1c99623318e4551d5381ca58894ffdfd665a05704d98c9af4623b6745ac03d2d02af3d68c24f4b0ee3c4614969c8932b3df434659a97353719f20e7f57
604,31,1,Life Sciences,Male,Sales Executive,4,Y,10,fdbf6a3e-46a3-4e51-b9e7-1e2ecedd364f,2edc13f4934c0b84edfab0a4b1f8dca249b88310483b9bda4c4e33b89da913c872c16a6bfe2d0445849bfd37b9074cba065f90b9229566326adb52ffdce68dd6
605,42,3,Medical,Male,Marketing Director,1,Y,10,0d0fdc5b-0e15-4091-b2d6-ef2b2450f10c,75a77b3f53c2f2f9a76b3b10b15f68470f270b99737a64ee71d8cf6db49771862c55686922c6a3978f610eea40c322717f058d3720ca6dcca1bb2bfe4f4771ad
606,45,3,Other,Male,Sales Executive,0,Y,9,d90e8a6e-2450-4e0b-a3ab-bd1953f811e7,caef18bbdb8a53e5527b7762740a8051308eb385e58791f4ad065f2ae1715e00532d18745e8f531f63e098ce67e0604e9afff73f1c48d2cb74868959a470772e
608,26,4,Life Sciences,Female,Human Resources,0,Y,8,2ca7d9a8-a6bf-413c-a113-f8e2fa40e820,91382f2083bb0f24c2d50488f4052da72d9c4c62c2ad94e8f61d58777efc27c8a97bc832504c13768061dc65dd34cc21cceb54b8f216b7a700b5db5b9aeff323
611,29,3,Technical Degree,Male,Marketing Director,4,Y,8,c7d1aab4-787c-4938-8b67-89aa73f62fb7,7bc59a8ebec4e42fa7e348e091ce97d7fe4525c1490e0104a6ff13a3642d5d9b815bbd1112dba6a777f4b21e2eb2116e4e98509891f9458d448490a3510d839c
612,33,5,Medical,Female,Research Director,4,Y,10,ec93e7b8-08de-4977-a329-ad65e379339b,fe04d99796a1f0939225a870c1944aa9edfad9e5bbea19a7dd3964bbadaa3e45bad41cb15f4888d45017dfb2c1833d1cf4b5b46bc9deb95b3b479a2a0cc51fe3
613,31,3,Life Sciences,Male,Manager,9,Y,10,7139d283-b7ca-432e-8aa6-63f2472f5592,d2e49876a09d438bb3043d332f9293b9c06410492bb8a0ef883d8ce462d3ea2ba350e4618b7f6817f5c50b18a8c44a4637faeda199405233a70cadc91ca7c230
614,18,3,Marketing,Male,Sales Representative,1,Y,0,04e11f2d-048b-45ec-9812-305437842408,4515d29b715c2c81dc7c119ed29f04c424043f5c2fb0e3790d0ca019901cfffebda059c73cc25d2e669dbcfef756b638e79e08ebbc1304f84f3e50fd76b63c52
615,40,3,Other,Male,Sales Executive,3,Y,20,0ecc465c-85e2-4a98-be82-932118af91fd,b33c6255a4d0c9eac77eb471761c7396c7aa17f693ef0da89e47829a8ad28a8c4f9919b7a22e98b88b82c6ef3e07b30f66c4840a8d4b6f1f11e7491579d9947d
616,41,4,Other,Female,Brand Representative,2,Y,10,9a916c2e-3dff-41d0-9bce-47d707e4bbca,3af281b0e1ccc6d07792b10adec96ec207de112ab0319b3e8433cdc93df38b595f048b941a669dfd892d0611fa9307f6faf7d5587787af9746e44df35ac8b6c7
618,26,2,Medical,Male,Sales Executive,5,Y,8,d1477420-3001-4b44-a575-c3e931c15c1d,25203cd87719dff100d78ba9df0afe8f5ca2b8841f91360775666df63aeccdc5b13a315c4ce835f1480286e1305a2507232b751cd61bb2e748c74cf2eec61988
620,35,3,Medical,Female,Sales Executive,1,Y,5,f84d4a02-57ea-4d60-83cc-09776b90801c,5a1c153532285302f35d2bc4324523951d7453910ea3c0063f7439eec0c00b07882aae3a57057253d663980bcdcc4d720f532885d55d4e9425f54282a80fe9d2
621,34,4,Life Sciences,Male,Sales Executive,1,Y,10,5e08f66b-10f6-4d7b-9fb3-9bb0bcc9dada,44c3fa29dd0e24425deec306e130c3ae8e0a0d2f684df6eb2b5a2b50300baa18ab36bd1f116a2efdbf298b8e5f4e6210a86bdd912862878f59a48b20ef8f5cc6
622,26,3,Technical Degree,Male,Technician,1,Y,1,d081a40b-58e4-446b-95b1-9ea93e34b4a1,4b97d46033ba4cc4bb39e6ac319a742d78b8ac0e494d2874e0498b4a6d0f41ed8176243d03c19318cc03e63f9c97a0f2a85c3882c6bd8a329f9da2c5bcdb1c41
623,37,3,Technical Degree,Female,Marketing Director,4,Y,12,d1ba7ab4-ce89-4a9a-a5c4-15a475fc1505,262176f6d08a7034ac8046488958e873841d742af6d0b6ede44d36febcd105826242d9b63998b43e72bca45378ea729c430126c920bade667042044a7718511a
624,46,1,Medical,Female,Brand Representative,5,Y,28,7280ca7b-97db-415c-8be5-50c7265bd54f,8bcfeff2a295f2a6de17d000de8f5aecbad86dc27781f0075f5f54a32081eff82213f05dba742250b4cf55acb05cac149b8dee7f588efffbd5c3190157a35d34
625,41,5,Life Sciences,Female,Manager,7,Y,22,b09c2909-51e3-4382-8a3b-585b60725318,b566f77de3eb8c238a794f8b98647c0b25403b38ea2ca98169a7e7927e829bca20f788e1fbe7b2bdb279061c3f449e123a9b2f9143c34abd432e6a546a3b615c
626,37,4,Medical,Male,Sales Executive,1,Y,9,35e43b66-206d-44fa-a70a-4a5f6e58eac4,bc004de15e276eea6f8ae8a50020ef07366bc4f72c14fabcd25f929973a2b1f96ad50664444374e96f9b520993c48ba9b807ad1c27d6284537fecf6c1c4ec33e
630,52,2,Technical Degree,Male,Research Scientist,3,Y,18,a2a9cedb-3ead-4e0c-9f59-b711ad2f3d99,b361f8c97f81087437775c2f37f9d064cdea30d0f164e1b380af31b122d48650a5581d6de76bacdbf495770503c3ae6c90bb0a3c495c4f36a31c9862f67add5d
631,32,4,Other,Male,Sales Executive,8,Y,6,7eaa95ce-1b75-47fe-bbc4-db93d3efd706,e4e4061f463318d5eca4214f31ff2765aa11facc6f8b83d365d13710db8aae26cc39889ef2151f594e022fef1f766a630e511ccc7c0e69e75d0b9bca23423510
632,24,3,Medical,Male,Sales Representative,0,Y,3,80f293d9-b020-4b95-9600-a8156611c110,63a91f9479fa1a2d7c1635cf59c19c8317674ee60cadb48754b3c64839c3f3c9c2c8253a15c724b7c10a232861de11978273c7b28b00ca1b0dc2521f7980a153
634,38,3,Medical,Female,Brand Representative,3,Y,18,0859b3c2-381d-457d-8824-585fda9f3379,f65ede96c2c090b8dd690d4643c22c12ab2eae0d727ded5038f3752735c3bfc1e2226a912f81c5fc0136d2a2b00f0752aa133196a568bf40ec0fd566e4a1a92e
635,37,4,Life Sciences,Female,Marketing Director,6,Y,8,32c5c428-0eba-4aec-9c29-6153379b8352,7cd92a2c0d15fe9aa7b9b87153a85d283e1107bbc0c1780abe0e01d1eeb68898b165d62cde57dc89095837bba4b023cbb88eab325c741d1d97b0be1478ae74ca
638,49,4,Life Sciences,Male,Research Director,1,Y,31,b81195d6-2775-496e-b782-87bf1ab20e90,3564f8b19d699a779feb30b6fa9be5983ce0e3513958d15b5ab358fcb26ec0bea290fbcc59bbc09869243db6c3e69e4b72c5c272b178caa851cd842d6159d6e3
639,24,3,Medical,Male,Research Scientist,1,Y,6,12fbff53-abd6-4950-9108-8b1b540b00b7,2c7848a92292581cabd73c641af1fd11e2d7d4d99817f5db5d36cae504cd608ca1619ffb438de2923d02030f8cb3d20529ea95d78acc2040ce958d1dbbcca21c
641,26,2,Marketing,Male,Sales Executive,1,Y,6,1ce1fda8-631d-40f5-97ac-24ef691d318b,3428381c721eac94ecbfa47772bd8b26cbf13b86f66a5170a9297ad79d4bbf64396eae5ad72f33a21a2684cbdf3315a0a80b6e979a2f29194035768130230f20
643,24,2,Other,Male,Technician,1,Y,1,5e08efd7-c0c5-4262-a9fc-b68db3640834,5fc67e05bb4a755297335ea334fe660af79629dcb9905daa3587f28768550c0a87ce1d8b97ecee4f8e3a8fc101026ad442e884dde4ab45f332f636d32a2d23d4
644,50,3,Medical,Male,Manager,1,Y,32,a8dd69b6-fe44-4fa8-b3fe-7c5ace0413e8,4b370d8d8d4639a4b8173dd341f0d5be204cfd6391ee0baa1d90fdd7b83bd44e8f6f2abcd1b8c4b4810ba303f020dd1a23f7c40ebec83bc6b7afff7b86d200d4
645,25,1,Medical,Male,Sales Representative,1,Y,7,1d82a958-a876-4c3d-86a5-be203abf8b9d,a008ab76b21e3acea69cfd00215f75885d0f765aef3f2afb13eee8203ec8ccdb8f4ae1716b53c097310df0ad2f2296d410d5c4687bb7243be1c509d982d15765
647,24,3,Life Sciences,Female,Technician,1,Y,6,52a2c98f-3283-4495-918d-646e189b9a80,1569cec457cb5b33faa2c0df27010f07d37033b0c393651b80c99b6baf49b8912953a2d19f3c6eda5c2e7002bd1dccd3580ce3913edee240f29e271d9c1b32ac
648,30,4,Life Sciences,Male,Sales Representative,1,Y,1,564a3621-871c-4964-9088-4c48919063e7,c6f9ad96d991d265e2c1421df3fa00affaf52a2cc0943c1c954a8d90263ca9675f476717aabae42357a4e630e84395f9857eb562abc727830b2d060dae0fef1d
649,34,2,Life Sciences,Male,Research Scientist,1,Y,6,81ff09f4-33f1-4a9a-a468-50b13163ef23,4f3d9be6c810ff23391bc0dbcb6df3b8eb8c8ef9936e63db0dbbab698ab5807d56081adafd90182d2694d630bbdbcb4eb3b695ce603234e2400480028371eae4
650,31,4,Medical,Male,Sales Executive,2,Y,9,b6a8cf22-e747-4c5a-a36b-8375cf19a3bd,355b669624495d5c05191c1b8fe13b801946d5568eaf3ac766b34cf4a7218301bf82be71ff20816db8ca81edbd2f338ac28ab8cc7f498b75a5ff243b3eeea716
652,35,2,Other,Male,Technician,4,Y,9,51cc2b87-dfb6-452f-afcc-adab096b21eb,08155d3503d9e253eff4466e2c2c8c28af4d8c2d451e3d33912616024cbcd182faf3f4b7fba75b1116393e31e172c60913ca3abb3f4bdf39d94b516774bc904a
653,31,4,Medical,Male,Sales Executive,4,Y,13,eaa2d51a-0825-4bbe-8f0c-4ea1bd672e2e,b01510e7223198916abffb6fca943982f93c0f93f94aeed2eb1d07e980a70cf7e9be567c608ad5b66122789b79ae36f037700281ba9a77e0dd97ab9563724af0
655,27,4,Medical,Female,Research Scientist,0,Y,6,cb3d4285-cc8e-495c-a5d7-02f546670184,e273fc08f09583876808919eb3e8fe7127f456666bbfbc402ef36ae6c3a4fbd4c1d5403444ad5ff5711688269bde5413f42ea7633e8b8050902f45096c6f2a6b
656,37,3,Marketing,Male,Sales Executive,4,Y,17,568b28ad-e050-448c-a5f4-46a393416093,7bb4a84ea2e31304fa36886b72ba2ea93f129367b41d31c8b1abe9e637574fd71efb668e9a657c81c0a88a9fc26a2db7e0d684a881871cb301cea6d42e9e7c31
657,20,3,Life Sciences,Female,Research Scientist,1,Y,1,91274cbb-c74f-4d30-9ecb-6076e41a2808,85faa95fcf2189f7007c4e5715ca629bec3303a8e8342a57c2a4ecae20de80a323a93a58aa46cd622094480906f809ebc7273aef207e60bb6932161360f72a1b
659,42,4,Life Sciences,Female,Brand Representative,1,Y,10,bfdee1b2-583d-44bf-907c-18c78eb4a8d2,3d55c7f0410491470f5b9e02b98866e21cb776c99585122f35d73e63f499f306059946991fe5e385ba74ba8de2165d59818c5f838aff6e27fc3aed48d58ff31f
661,43,4,Other,Male,Research Director,4,Y,21,79c8a7c1-d4f8-417e-9b2c-11c97481fb0a,64389b932cd86a6d41bab63111be7bee8f2e78ff5371c1c5c96b21f15a47d0a696f29476850377932f52d19101b3aebcbdd153decc7711680cb2cab789169ddf
662,38,1,Life Sciences,Female,Research Scientist,3,Y,8,f4f8c4c0-41c1-4b6f-b06c-4749dae6e217,bf61d628087d9ab5a25ee9794baf35a5b706109c519ca1bdcbbe19cfc7bf76b049eabae3897e49130e82c58762f07aa0c28c15bb2073b88fd14dcc8a39f58d16
663,43,5,Medical,Male,Technician,3,Y,10,427ab230-ffc9-41d4-ba8d-254fde5fd8b1,97b5470401d5af4f35044abeca7b4a2b6fc104a1a1dae7131531aef2e0a821aa69d0dab675133f0948f2beb910df94c05f00b0f35fc341883c2ba1c1bf31a86f
664,48,4,Life Sciences,Female,Manager,7,Y,21,af93fc15-fdad-4a25-a2be-00482f523638,a43d0d3cafdb329e505a4aa6ecd52cd9d558096fe181bcc4fc608e3d066c260c6a918b1cbb47265e8a0e6389d7760767f65ee5aa8094668fe54d950ddc7b59f0
665,44,4,Life Sciences,Female,Human Resources,4,Y,10,154ea503-3207-49a4-8144-01c4e8855c13,7c0957f5b8d3801f67f2f2c1e11bf2cf336cdc695d931f7313349d5eb3dde8895c81f2521b9d32118432908d5b693ff6dacc6fee673a777da3ddc0d73755696f
666,34,3,Technical Degree,Female,Sales Representative,1,Y,8,9d4b5d7b-6323-47de-81a1-e3aa06babe5d,ecf893e0debf86ec90d32ef19e09f812b1605fbabec52e9378a5139b73fe04a3adc76fb1e9e49f6a649a2673e6d5e7cb1b1a73fd30a35792348957ab30b8d77e
667,27,1,Marketing,Male,Sales Representative,0,Y,5,10bd252b-4a57-458a-bc9c-8255ef6943ea,40b2a656c892a9e30ba12ce2bdf88ce59568aab11908ea895964aaf43ab9c3c6076bc06f42775ca00938a96ee9cc0a2cd00b32495b02a5a852f6003cd81f1691
669,21,1,Technical Degree,Male,Sales Representative,1,Y,3,2c462bd7-b60a-4e75-ba25-8388e107a93d,d597d82b6d25ff6642d27bc6627bd98c2423ee10088904e2632cdb3fe649fcef05a46bcf0e7120b081aec21c8b1db5d75cff915a9a8b9cba877fe5dff1cffcaf
671,44,4,Other,Male,Manager,4,Y,26,14ce9d41-8344-4e39-b73c-a9838a8ba9e2,21ca63183b0d8ee0d68f07dd0b5bc9d0636e2e9e3af1d4408ca3ebd88655c94902d2360b3eae7fc27d68125fef97b80291b348612ef2fb6be096c6fe020f4038
675,22,1,Medical,Male,Research Scientist,0,Y,3,faf0b6c4-a168-41d1-8a92-a9fc1a27a605,b97520d24ee1792c7f3f11389aae656742e860ff33ac11d342948a8a9a66731b2e493e198ae9f8898289937c2b4adc6c0a60f2f88d160bcc630d3f55d2b63b03
677,33,4,Marketing,Male,Sales Executive,0,Y,6,7f5747a5-3cbe-4c47-ada3-81174822ad3f,74c100fdf71a13045def3ab99c953c84bd81a082132ff4155240c3b97db9a822f8f4b20d99ad9bcddd4e3c319e25aea255a0ef48f39717ee520cba190cefa33a
679,32,4,Life Sciences,Female,Research Scientist,1,Y,6,65b446c9-4ffe-4772-9c56-a0bb9810bd57,0fa28584e460973c1dfa91e313da8791a8b5ed6c44a81c140c37f712eaf51784d51df103df52effc4350c79c3583c25dbadb1744549ff44915a56a53a8a4c10e
680,30,3,Medical,Female,Research Scientist,1,Y,1,5222bb2a-8296-4e6e-9041-a5e7663b2b6f,a125717c11be5d3dfd578a762aea3862d4b6371d89ef2ba0fcdeee209bed31983cbc06ec827728bdfa80508229835d2ea4ae0190c6cbb8ab9b06951ec48a4d2a
682,53,1,Medical,Female,Sales Executive,7,Y,18,da2e64a0-9784-47ea-9672-c4055e0b91de,1476ad08762fae84d372415a8cee51162480fab4275d74cd14c7e7d943251b6a7b31745ff3e67664918430e0d25fee58361ecf00bb2e821bdc912da6f3192d74
683,34,5,Life Sciences,Male,Research Scientist,1,Y,10,daabe6ab-1361-427d-9ba4-ca8715bffe53,7f8ba0c224fef37cac74eaa8bf9a83eed8ff41805e34316b3f5d19da4b2fa2f32f18fcc173a0ff1b122a313ae488f4446e6d859f397297fb9c99f3aab910dd4e
684,45,4,Life Sciences,Female,Sales Executive,2,Y,5,21214f87-15c1-4e98-a2ab-5aafe00d1efb,df09d73f7d5183177f55f2652720bc667d55d2791c20375e065b4a64d398e654ead0caedb37d40bcc3805e8242901b3ca2a9277e21127a7afd8bba373d8d0faf
686,26,3,Life Sciences,Female,Technician,1,Y,3,7906ebf2-9df1-4d14-8a06-59127a718683,c6e95381e8b3a0ad39b7fb11520002a44d8cf6892f4d84cbf04c3957719739474545ca9e9730c0b7edb52e199548f4a57afa96e84b8427e76684541ddb57e75e
689,37,3,Other,Male,Marketing Director,1,Y,10,3247cfed-7830-4f76-8cc4-9012f412945e,4fce2948cd175f42afa3bb058cbdc828ce737c046ee9e280036105c653aef7cc9c1b8c87e66b103ba718df9d1a6761498be57df006870d9b25d94bc80906437a
690,29,2,Medical,Female,Sales Executive,1,Y,6,0365af7d-0916-4276-9b46-db7e631faec8,c38085b831d352da6dc4ec73cf785f41131164adfaa66b273d9d03da3d4911b6039f7e755fb7b034d2e27c0f7dd5bb10050266010776227b2abcd5e3207e3eac
691,35,4,Life Sciences,Male,Research Scientist,1,Y,17,287eb93b-19c3-4bbe-bf93-6ee8a6cfb1bf,78750c477c48fda5240dfa0f3e46dc3c5c908957e822411bb40650363010f4a2f323a881a79ecc4aac66280bf7ab5233a6c78140237a629a945673a17011f845
692,33,3,Life Sciences,Male,Brand Representative,3,Y,15,689c7867-bf52-4ad3-abc6-2dc5aa6e3d17,15df5db3f01eb2a9944a3878f625529f31cb49366b980b400f91582ad4be6c6c9d26835e9a4d201a3a0a70217408b97b0807bf2ab951f324ea6491e67c1a626a
698,54,4,Medical,Male,Human Resources,2,Y,16,ed34ffc2-6904-44b0-991f-b4ba0e7ead59,e4d573e3f3a9ac3d618bb4ecb3029748d0d1842f8036ab0ed3a4551af4dc511ed602e3ff141502048f6cda48e0f5593c5e4b75bd82f09881e6742e3802261f02
699,36,2,Medical,Male,Marketing Director,2,Y,13,c05176b2-3bf8-4042-ac6a-cbcd8b2462c4,388b65a19ed649f64dd51c07ea9aee14c7c0c93aa734fcefab98fd6da891f11bf2b778d560de30f4a8c8dc0576620727822f6d20cbfb6f0135d114949e000970
700,27,4,Medical,Male,Research Scientist,0,Y,5,3f90e05d-d96e-4872-aee2-1a641e68aa78,11358f25998f03cb8b3beb3ba74b5a9d9111dfc8feece67777cfe7401f49111197361b969e17783a301702aa303d8ad713916953838b6a6ad86a57638197f02f
701,20,1,Medical,Male,Research Scientist,1,Y,1,d90bfb2e-471c-4e67-b39d-5572abced8b4,29458ca9e0e027f707b3d22cf4a1e39154c68a70d760088617f1b5079acc4160889eb616aa48b4ae0326b47080d3a0caa93aced6da0cfcc1127351218e8c06d7
702,33,3,Life Sciences,Male,Research Scientist,1,Y,10,a68c35e6-b27e-4fc6-8f3e-4c3200ef6fe1,fb5d90dfd94b220a10e6428f3ae14015e722c628bdb534fd5f5ca8ebea6f75d9a945d9ce00499cf558fa79cd6aca282f2ac3c67e2d16c445e610a6aa14c1c71c
704,35,3,Life Sciences,Male,Technician,1,Y,1,d87deecf-2702-4701-81ed-6b9c4d1ff7a8,371759f3a25127e3a487956169434f50184456747d6477322b6c45bd6cf475a5477520fe06cca348272815db23876158dcb264371b0a4b9bb2ab150ccff99095
705,23,3,Medical,Male,Research Scientist,2,Y,5,1ac03aa3-a246-44cd-9ad9-1866dd07eb10,87c280170b93383e136575034270cd478d0198486f702d6903c7329035e3c43eb9d8cf2809d0f53a47f727ff59c575a1719fc31b303d658c8977a4d29687f6f2
707,25,3,Life Sciences,Male,Sales Executive,0,Y,4,d2105930-696b-4bed-9192-1bf1921cb1a0,871a83c06c012bb634c7f82a90de488a914123c41cfd0ef1bbd46dcb965ab21b3e7665398295f869e7b5765725bc068ab137b43c5355e05e2f2352032eecd316
